name,lat,lon
USMD HOSPITAL AT ARLINGTON L P,,
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,32.91209275,-96.9517207775254
QUAIL CREEK SURGICAL HOSPITAL,35.21040755,-101.912762607376
LUBBOCK HEART HOSPITAL LP,33.6029728,-101.915800754749
FOUNDATION SURGICAL HOSPITAL OF EL PASO,31.73424905,-106.300314135541
BAYLOR SURGICAL HOSPITAL AT FORT WORTH,32.72723345,-97.346963263008
BAYLOR MEDICAL CENTER AT TROPHY CLUB,32.9888081,-97.1753851291178
BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,,
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,32.9396582,-97.1281136735119
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,,
BAYLOR REGIONAL MEDICAL CENTER AT PLANO,,
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,,
PUNXSUTAWNEY AREA HOSPITAL,40.96077055,-78.9997797277831
LEHIGH VALLEY HOSPITAL - POCONO,40.9928441,-75.1748428638827
DOYLESTOWN HOSPITAL,40.3067939,-75.1465981326899
NAZARETH HOSPITAL,25.57119625,91.8982678558903
SHARON REGIONAL HEALTH SYSTEM,41.2321318,-80.496409526838
EXCELA HEALTH FRICK HOSPITAL,40.1452686,-79.5496404895322
EXCELA HEALTH LATROBE HOSPITAL,40.32049875,-79.3941345169088
JENNERSVILLE REGIONAL HOSPITAL,,
RIDDLE MEMORIAL HOSPITAL,,
PENN PRESBYTERIAN MEDICAL CENTER,39.9584948,-75.1993286744869
WELLSPAN EPHRATA COMMUNITY HOSPITAL,40.1875114,-76.1820552234975
PENNSYLVANIA HOSPITAL,39.9453079,-75.1556700216583
ST CLAIR HOSPITAL,40.37832,-80.0669537648316
ABINGTON MEMORIAL HOSPITAL,40.1196538,-75.1201939844204
HANOVER HOSPITAL,39.80871115,-76.9827234309088
GUTHRIE TOWANDA MEMORIAL HOSPITAL,,
REGIONAL HOSPITAL OF SCRANTON,41.4129445,-75.6537501338661
MILTON S HERSHEY MEDICAL CENTER,40.2653862,-76.6732127923465
ST MARY MEDICAL CENTER,-37.7033651,145.103825
LEHIGH VALLEY HOSPITAL - MUHLENBERG,40.64450935,-75.4082927021175
JEFFERSON HOSPITAL,38.1967583,-90.3936491
GROVE CITY MEDICAL CENTER,41.17145445,-80.0849051995752
FORBES HOSPITAL,40.4289169,-79.7482276969579
MOUNT NITTANY MEDICAL CENTER,40.81880135,-77.8427667843294
GEISINGER WYOMING VALLEY MEDICAL CENTER,41.25751295,-75.8075893312076
VALLEY FORGE MEDICAL CENTER AND HOSPITAL,40.1583362,-75.367816333136
EAGLEVILLE HOSPITAL,40.15711265,-75.4150793842852
HAHNEMANN UNIVERSITY HOSPITAL,39.9568729,-75.1635475010972
BARIX CLINICS OF PENNSYLVANIA,40.1810128,-74.8850548
ROXBOROUGH MEMORIAL HOSPITAL,40.02896325,-75.209299844658
EDGEWOOD SURGICAL HOSPITAL,41.33072285,-80.4183494803361
CANCER TREATMENT CENTERS OF AMERICA,40.01963735,-75.0988466262612
COORDINATED HEALTH ORTHOPEDIC HOSPITAL,40.67285015,-75.365600530225
SURGICAL INSTITUTE OF READING,40.3587389,-75.9879715844037
SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,,
"Rothman Orthopaedic Specialty Hospital, LLC",,
ADVANCED SURGICAL HOSPITAL,40.1564523,-80.2789503
PHYSICIAN'S CARE SURGICAL HOSPITAL,,
OSS ORTHOPAEDIC HOSPITAL,39.91716305,-76.6956295177615
ST LUKE'S HOSPITAL - ANDERSON CAMPUS,40.64932925,-75.288859770252
WELLSPAN SURGERY AND REHABILITATION HOSPITAL,39.9261765,-76.7189365
UPMC EAST,40.43699455,-79.7599366124919
EINSTEIN MEDICAL CENTER MONTGOMERY,40.15340905,-75.3420247882659
ST LUKE'S HOSPITAL - MONROE CAMPUS,40.9975053,-75.2602489599959
JERSEY SHORE HOSPITAL,41.20225345,-77.2680104254108
MUNCY VALLEY HOSPITAL,41.20975215,-76.7753043330814
MEYERSDALE MEDICAL CENTER,39.809013,-79.0251170623403
FULTON COUNTY MEDICAL CENTER,39.93713335,-78.0070351100792
BUCKTAIL MEDICAL CENTER,41.3276881,-77.7365818915447
TROY COMMUNITY HOSPITAL,41.7932325,-76.794310711214
ENDLESS MOUNTAINS HEALTH SYSTEMS,41.8375008,-75.8365227198374
TYRONE HOSPITAL,40.67509905,-78.2517055672184
CORRY MEMORIAL HOSPITAL,41.924613,-79.653312
BARNES-KASSON COUNTY HOSPITAL,,
PENN HIGHLANDS BROOKVILLE,41.15636675,-79.0934389361378
CHARLES COLE MEMORIAL HOSPITAL,41.7723479,-77.9807905010069
TITUSVILLE HOSPITAL,41.6331227,-79.6798457
PENN HIGHLANDS ELK,41.4176507,-78.7295806452236
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,,
CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC,40.46720145,-79.9532452563892
CHILDREN'S HOSPITAL OF PHILADELPHIA,39.94769755,-75.1949802234788
CHILDREN'S HOME OF PITTSBURGH,40.4640877,-79.9375297019097
ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,40.00627865,-75.1256327217442
"CHILDREN'S INSTITUTE OF PITTSBURGH, THE",,
SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,40.0069565,-75.1512316044728
PRESBYTERIAN COMMUNITY HOSP,33.2173795,-97.1654195323603
HOSPITAL METROPOLITANO DR PILA,18.0037641,-66.6105754804542
"ASOCIACION HOSPITAL DEL MAESTRO, INC",,
HIMA SAN PABLO HUMACAO,18.1507202,-65.8267508
DOCTORS' CENTER HOSPITAL SAN JUAN,18.4458976,-66.0735809413074
RYDER MEMORIAL HOSPITAL INC,,
SANTA ROSA CLINIC,29.68470625,-95.2941562386806
HOSPITAL GENERAL DE CASTANER,,
HOSPITAL ORIENTE,18.1527831,-65.8340278668549
HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,18.3955347,-66.0728352363815
HOSPITAL MENONITA DE CAYEY,18.12400665,-66.1474412149023
BELLA VISTA HOSPITAL,10.00135,-83.0324046
SAN JUAN MUNICIPAL HOSPITAL,18.39509775,-66.0747104921147
AUXILIO MUTUO HOSPITAL,18.40963155,-66.0510523689914
MENNONITE GENERAL HOSPITAL INC,,
HOSPITAL PAVIA SANTURCE,18.44471265,-66.0695961404197
HOSPITAL DE LA CONCEPCION,42.3364245,-3.70079178909939
HOSPITAL DAMAS INC,,
LAFAYETTE HOSPITAL,40.42828555,-86.8802978122556
HOSPITAL HERMANOS MELENDEZ INC,,
SAN LUKE'S MEMORIAL HOSPITAL INC,,
HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC,,
HOSPITAL UNIVERSITARIO DE ADULTO,,
HOSP COMUNITARIO BUEN SAMARITANO,18.442658,-67.1509810827969
HOSPITAL DR CAYETANO COLL Y TOSTE,,
HOSPITAL SAN FRANCISCO,18.3991596,-66.0386754803233
DOCTORS CENTER HOSPITAL BAYAMON,18.397922,-66.1663977
MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,,
HOSPITAL MENONITA CAGUAS INC,,
HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,18.36853545,-66.1544358039439
METROPOLITAN HOSPITAL,40.78503715,-73.9449708093162
HIMA SAN PABLO BAYAMON,,
HOSPITAL METROPOLITANO DR TITO MATTEI,,
HOSPITAL SAN CARLOS BORROMEO,18.3901866,-67.1100933212294
"HOSPITAL UPR, DR  FEDERICO TRILLA",,
HOSPITAL SAN CRISTOBAL,18.4160848,-70.1086935
MANATI MEDICAL CENTER DR OTERO LOPEZ,18.43502385,-66.4822233502851
CENTRO MEDICO WILMA N VAZQUEZ,,
HOSPITAL DR SUSONI INC,,
"DOCTORS' CENTER HOSPITAL, INC",,
HIMA SAN PABLO-CAGUAS,18.21747715,-66.0309829198611
HOSPITAL SAN GERARDO,45.602275,9.26049386906341
PROFESSIONAL HOSPITAL GUAYNABO INC,,
HOSPITAL PEREA,18.2027516,-67.1400334
CENTRO CARDIOVASCULAR,36.7222612,-4.4005019
HIMA-SAN PABLO FAJARDO,18.3369207,-65.6552322864452
HOSPITAL METROPOLITANO SAN GERMAN,18.0827794,-67.0401827906217
ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,,
"HOSPITAL PAVIA HATO REY, INC",,
HOSPITAL METROPOLITANO DE LA MONTANA,18.26768205,-66.7018224843437
CARIBBEAN MEDICAL CENTER,18.3319884,-65.6501535885884
UNIVERSITY PEDIATRIC HOSPITAL,,
MEMORIAL HOSPITAL OF RHODE ISLAND,41.87029495,-71.376236875557
ROGER WILLIAMS MEDICAL CENTER,41.83459585,-71.4351035328066
OUR LADY OF FATIMA HOSPITAL,41.8553944,-71.460494891297
NEWPORT HOSPITAL,41.4968721,-71.3059958351997
RHODE ISLAND HOSPITAL,41.8118618,-71.4091293
SOUTH COUNTY HOSPITAL INC,,
KENT COUNTY MEMORIAL HOSPITAL,41.70598545,-71.4772440677532
WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,41.8107718,-71.4124738
LANDMARK MEDICAL CENTER,42.003766,-71.4954862267206
THE MIRIAM HOSPITAL,,
WESTERLY HOSPITAL,41.3621153,-71.8248372343382
PIEDMONT MEDICAL CENTER,34.9570247,-81.0514829419002
MUSC MEDICAL CENTER,32.7841833,-79.9472016
MCLEOD MEDICAL CENTER - DILLON,34.4213706,-79.3649225
SPARTANBURG MEDICAL CENTER,34.9669664,-81.9387309440013
GHS OCONEE MEMORIAL  HOSPITAL,,
CAROLINA PINES REGIONAL MEDICAL CENTER,34.3502188,-80.1047035643769
CANNON MEMORIAL HOSPITAL,34.8742405,-82.7072073358146
BAPTIST EASLEY HOSPITAL,34.84068365,-82.6067293696863
PALMETTO HEALTH RICHLAND,34.027949,-81.0325565913862
CHESTER REGIONAL MEDICAL CENTER,34.68435555,-81.1831891008273
TIDELANDS HEALTH,33.6813934,-78.9561728731886
ST FRANCIS-DOWNTOWN,34.8405515,-82.421522488244
PROVIDENCE HEALTH,34.0148897,-81.0131454722929
ANMED HEALTH,34.51176615,-82.6464124630382
COLLETON MEDICAL CENTER,32.92311145,-80.6695649707003
GHS GREER MEMORIAL HOSPITAL,,
SPRINGS MEMORIAL HOSPITAL,34.7178218,-80.7883588283947
GHS HILLCREST MEMORIAL HOSPITAL,,
GHS  LAURENS COUNTY MEMORIAL HOSPITAL,,
MARY BLACK HEALTH SYSTEM GAFFNEY,,
KERSHAWHEALTH,34.25326805,-80.5908766506258
CONWAY MEDICAL CENTER,33.78497785,-79.000643384575
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,,
NEWBERRY COUNTY MEMORIAL HOSPITAL,34.2904633,-81.6061488032038
CAROLINAS HOSPITAL SYSTEM MARION,,
MCLEOD MEDICAL CENTER - DARLINGTON,,
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,,
LAKE CITY COMMUNITY HOSPITAL,33.88061125,-79.7607859656427
BEAUFORT COUNTY MEMORIAL HOSPITAL,32.41644625,-80.6868116517719
TRMC OF ORANGEBURG & CALHOUN,,
PALMETTO HEALTH TUOMEY HOSPITAL,,
SELF REGIONAL HEALTHCARE,34.1718723,-82.1564776
HAMPTON REGIONAL MEDICAL CENTER,32.85289455,-81.0900506206368
LEXINGTON MEDICAL CENTER,34.00703065,-81.1138309364519
GHS GREENVILLE MEMORIAL HOSPITAL,,
TRIDENT MEDICAL CENTER,32.97603015,-80.0731459174376
HILTON HEAD REGIONAL MEDICAL CENTER,,
AIKEN REGIONAL MEDICAL CENTER,33.57094635,-81.7630836740624
MARY BLACK HEALTH SYSTEM SPARTANBURG,,
GRAND STRAND REGIONAL MEDICAL CENTER,33.7587028,-78.8198284653001
PALMETTO HEALTH BAPTIST,34.00743815,-81.0335316424086
ROPER HOSPITAL,32.78266495,-79.9490880998788
EAST COOPER MEDICAL CENTER,32.82047015,-79.8504422316034
CAROLINAS HOSPITAL SYSTEM,35.72647905,-81.6552326469528
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,33.56059635,-79.0433810942206
COASTAL CAROLINA HOSPITAL,32.3150693,-81.0539058604005
GHS PATEWOOD MEMORIAL HOSPITAL,,
PELHAM MEDICAL CENTER,34.86282275,-82.2183926910814
MOUNT PLEASANT HOSPITAL,-34.7739861,139.05454245504
MCLEOD LORIS  HOSPITAL,34.05753,-78.89847
PALMETTO HEALTH BAPTIST PARKRIDGE,34.08789805,-81.1598283628633
MCLEOD HEALTH CHERAW,34.69498085,-79.9196836156998
UNION MEDICAL CENTER,34.7123931,-81.6292990108653
MCLEOD HEALTH CLARENDON,33.68704215,-80.2107465747543
ALLENDALE COUNTY HOSPITAL,32.9651419,-81.2480495740832
ABBEVILLE AREA MEDICAL CENTER,34.1574232,-82.3816886581463
FAIRFIELD MEMORIAL HOSPITAL,34.3723902,-81.0993479946861
WILLIAMSBURG REGIONAL HOSPITAL,33.6598321,-79.8184897574456
EDGEFIELD COUNTY HOSPITAL,33.77859155,-81.9302309753185
SHRINERS HOSPITALS FOR CHILDREN,45.50113735,-122.684383304988
PRAIRIE LAKES HOSPITAL,44.91021005,-97.1204152144021
BROOKINGS HEALTH SYSTEM,44.30728405,-96.7666339061966
AVERA SACRED HEART HOSPITAL,42.8733354,-97.4081743
AVERA QUEEN OF PEACE,43.7146118,-98.0082045
AVERA ST LUKES,45.4611853,-98.4782169390089
AVERA ST MARY'S HOSPITAL,44.360483,-100.34202588487
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,43.53426115,-96.7138058139184
SANFORD USD MEDICAL CENTER,43.5354414,-96.7431303718334
SPEARFISH REGIONAL HOSPITAL,44.49847075,-103.860650558108
RAPID CITY REGIONAL HOSPITAL,44.05674795,-103.2250814
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,,
PHS INDIAN HOSPITAL AT EAGLE BUTTE,,
PHS INDIAN HOSPITAL AT ROSEBUD,,
DUNES SURGICAL HOSPITAL,42.50576445,-96.4957609286908
SIOUX FALLS SPECIALTY HOSPITAL LLP,,
BLACK HILLS SURGICAL HOSPITAL LLP,,
SAME DAY SURGERY CENTER LLC,,
AVERA HEART HOSPITAL OF SOUTH DAKOTA,,
LEWIS AND CLARK SPECIALTY HOSPITAL,42.9009044,-97.4008883
SANFORD ABERDEEN MEDICAL CENTER,45.46313315,-98.4457710523303
MADISON REGIONAL HEALTH SYSTEM,43.9913593,-97.1182802713638
FAULKTON AREA MEDICAL CENTER,45.03031525,-99.1330100973694
AVERA GETTYSBURG HOSPITAL,45.01297385,-99.9461265969503
DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,,
PLATTE HEALTH CENTER - CAH,,
SANFORD CLEAR LAKE MEDICAL CENTER,44.7530536,-96.6831647870925
EUREKA COMMUNITY HEALTH SERVICES - CAH,,
COMMUNITY MEMORIAL HOSPITAL,34.27396,-119.258205958436
AVERA FLANDREAU HOSPITAL - CAH,,
SANFORD HOSPITAL WEBSTER - CAH,,
MARSHALL COUNTY HEALTHCARE CENTER - CAH,,
FREEMAN MEDICAL CENTER - CAH,,
BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH,,
WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,,
COMMUNITY MEMORIAL HOSPITAL,34.27396,-119.258205958436
LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,,
BOWDLE HOSPITAL - CAH,,
HANS P PETERSON MEMORIAL HOSPITAL - CAH,,
LEAD - DEADWOOD REGIONAL HOSPITAL - CAH,,
STURGIS REGIONAL HOSPITAL,,
FALL RIVER HOSPITAL - CAH,,
CUSTER REGIONAL HOSPITAL - CAH,,
AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,,
MOBRIDGE REGIONAL HOSPITAL - CAH,,
MILBANK AREA HOSPITAL/AVERA HEALTH,,
ST MICHAEL'S HOSPITAL - CAH,,
PIONEER MEMORIAL HOSPITAL - CAH,,
SANFORD CHAMBERLAIN MEDICAL CENTER,43.7859747,-99.3251405193379
AVERA ST BENEDICT HEALTH CENTER - CAH,,
AVERA DELLS AREA HOSPITAL  - CAH,,
AVERA DE SMET MEMORIAL HOSPITAL - CAH,,
SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,,
WINNER REGIONAL HEALTHCARE CENTER - CAH,,
HURON REGIONAL MEDICAL CENTER,44.36230375,-98.210360908743
SANFORD VERMILLION HOSPITAL,42.77804995,-96.91923975
AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,,
AVERA GREGORY HOSPITAL,43.22587335,-99.4243272298415
COTEAU DES PRAIRIES HEALTH CARE SYSTEM,45.65717965,-97.0499122024504
LIFESCAPE,33.63981695,-111.893698428407
UNICOI COUNTY MEMORIAL HOSPITAL,36.1333291,-82.4131350081249
JACKSON-MADISON COUNTY GENERAL HOSPITAL,35.6374198,-88.8319904755311
SUMNER REGIONAL MEDICAL CENTER,37.278458,-97.3930558925333
TRISTAR SKYLINE MEDICAL CENTER,36.24509875,-86.7495457496699
UNITY MEDICAL CENTER,35.4972265,-86.0785172592387
HENDERSON COUNTY COMMUNITY HOSPITAL,35.6552899,-88.3984465810069
CUMBERLAND MEDICAL CENTER,36.0112582,-84.8857334176181
WAYNE MEDICAL CENTER,35.32494755,-87.7566432341034
BLOUNT MEMORIAL HOSPITAL,35.75674325,-83.9589313357532
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,,
UNIVERSITY OF TN MEDICAL CENTER (THE),,
BAPTIST MEMORIAL HOSPITAL HUNTINGDON,36.02296045,-88.4123738561522
WELLMONT HOLSTON VALLEY MEDICAL CENTER,,
SYCAMORE SHOALS HOSPITAL,36.34608205,-82.2497431656349
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,,
"LAUGHLIN MEMORIAL HOSPITAL, INC",,
WILLIAMSON MEDICAL CENTER,35.91634575,-86.8202182585117
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,,
ROANE MEDICAL CENTER,35.88838035,-84.5552051621301
WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,,
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,,
METHODIST MEDICAL CENTER OF OAK RIDGE,36.0241552,-84.2454480866765
TENNOVA HEALTHCARE-CLARKSVILLE,36.582676,-87.2708100254168
VANDERBILT UNIVERSITY MEDICAL CENTER,36.14092375,-86.8016341809243
PERRY COMMUNITY HOSPITAL,35.5921095,-87.8637474100287
TRISTAR HORIZON MEDICAL CENTER,36.073423,-87.375378154032
BAPTIST MEMORIAL HOSPITAL,36.02296045,-88.4123738561522
METHODIST HEALTHCARE MEMPHIS HOSPITALS,,
TAKOMA REGIONAL HOSPITAL,36.1514113,-82.8460928495042
SAINT THOMAS RUTHERFORD HOSPITAL,35.8607444,-86.424363378554
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,,
CLAIBORNE MEDICAL CENTER,36.45256175,-83.5718569041874
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,,
COOKEVILLE REGIONAL MEDICAL CENTER,36.1697577,-85.5084137439575
MILAN GENERAL HOSPITAL,35.91270405,-88.7539959137659
TENNOVA HEALTHCARE-VOLUNTEER MARTIN,,
JOHNSON CITY MEDICAL CENTER,36.30778825,-82.3841935043606
NORTHCREST MEDICAL CENTER,36.4780073,-86.8870455157796
LAKEWAY REGIONAL HOSPITAL,36.2150756,-83.3033876996905
STARR REGIONAL MEDICAL CENTER ATHENS,35.4403753,-84.6069168051923
DECATUR COUNTY GENERAL HOSPITAL,35.63598705,-88.1222657208755
TENNOVA HEALTHCARE-DYERSBURG REGIONAL,36.04913865,-89.379635217163
MAURY REGIONAL HOSPITAL,35.6070949,-87.0664395028597
LECONTE MEDICAL CENTER,35.85576475,-83.5348960764609
SAINT THOMAS WEST HOSPITAL,36.1296963,-86.8446452291444
TENNOVA HEALTHCARE - JAMESTOWN,36.432417,-84.942735307483
SWEETWATER HOSPITAL ASSOCIATION,35.6000085,-84.4627038078053
"MEMORIAL HEALTHCARE SYSTEM, INC",,
LINCOLN MEDICAL CENTER,35.1500698,-86.5560392758742
ERLANGER MEDICAL CENTER,,
HARDIN MEDICAL CENTER,35.22895735,-88.2302403944115
FORT LOUDON MEDICAL CENTER,35.82505,-84.2700550936126
METRO NASHVILLE GENERAL HOSPITAL,,
HIGHLAND DISTRICT HOSPITAL,39.22141975,-83.6110445549296
FULTON COUNTY HEALTH CENTER,41.54041565,-84.132713016387
ADENA PIKE MEDICAL CENTER,39.11587915,-83.0041156582565
CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,39.14084475,-84.5022884658461
RAINBOW BABIES AND CHILDRENS HOSPITAL,,
AKRON CHILDREN'S HOSPITAL,41.0792309,-81.5257958017655
CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,,
NATIONWIDE CHILDREN'S HOSPITAL,39.9520639,-82.9790074295931
DAYTON CHILDREN'S HOSPITAL,39.7745516,-84.1676733882245
SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,39.1380317,-84.5011243824038
HILLCREST MEDICAL CENTER,36.14646255,-95.9690803295917
ALLIANCEHEALTH WOODWARD,36.4373903,-99.3996991214141
INTEGRIS MIAMI HOSPITAL,36.872805,-94.8808998725416
ALLIANCEHEALTH PONCA CITY,36.7249642,-97.0686903374451
NORMAN REGIONAL HEALTH SYSTEM,,
MERCY HOSPITAL EL RENO,35.52974655,-97.9806505560815
"MERCY HOSPITAL OKLAHOMA CITY, INC",,
ALLIANCEHEALTH DURANT,34.00711175,-96.3944222139903
HILLCREST HOSPITAL PRYOR,36.3078468,-95.3044985487762
INTEGRIS BASS BAPTIST HEALTH CENTER,36.3898132,-97.8877806794069
"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",,
GREAT PLAINS REGIONAL MEDICAL CENTER,35.41373415,-99.4257911174383
MERCY HOSPITAL ADA,34.77818575,-96.6325753346834
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,,
"DUNCAN REGIONAL HOSPITAL, INC",,
SAINT FRANCIS HOSPITAL MUSKOGEE,35.7523408,-95.4053448080862
ST MARY'S REGIONAL MEDICAL CENTER,39.5324743,-119.819813119518
"INTEGRIS BAPTIST MEDICAL CENTER, INC",,
ALLIANCEHEALTH CLINTON,35.5145538,-98.9981400667955
BLACKWELL REGIONAL HOSPITAL,36.7979431,-97.299986772357
ALLIANCEHEALTH DEACONESS,35.5267335,-97.5846347281539
MCALESTER REGIONAL HEALTH CENTER AUTHORITY,,
ST ANTHONY HOSPITAL,35.47775105,-97.5199598057723
HILLCREST HOSPITAL CLAREMORE,36.3227259,-95.6045340803709
EASTERN OKLAHOMA MEDICAL CENTER,35.0436937,-94.6120979521354
BRISTOW MEDICAL CENTER,35.8336202,-96.4019525478112
"MERCY HOSPITAL ARDMORE, INC",,
MCCURTAIN MEMORIAL HOSPITAL,33.882434,-94.8109710249087
STILLWATER MEDICAL CENTER AUTHORITY,,
GRADY MEMORIAL HOSPITAL,33.7517323,-84.3820052053816
COMANCHE COUNTY MEMORIAL HOSPITAL,34.6103991,-98.433777087977
MUSCOGEE (CREEK) NATION MEDICAL CENTER,35.6112137,-95.9521446914586
CRAIG GENERAL HOSPITAL,36.6535444,-95.1564604306246
LATIMER COUNTY GENERAL HOSPITAL,34.9191021,-95.3201710242932
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,36.14663955,-95.9995885078858
SHARE MEDICAL CENTER,36.78693965,-98.6705825631311
PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,,
NORTHEASTERN HEALTH SYSTEM,35.91414425,-94.9505272943818
"SAINT FRANCIS HOSPITAL, INC",,
O U MEDICAL CENTER,,
ALLIANCEHEALTH MIDWEST,35.4671129,-97.3937895465483
SOUTHWESTERN MEDICAL CENTER,34.59276275,-98.463080066662
HILLCREST HOSPITAL CUSHING,35.97796385,-96.7576028245213
CHOCTAW MEMORIAL HOSPITAL,34.0123956,-95.4965329381302
INTEGRIS SOUTHWEST MEDICAL CENTER,35.4228341,-97.5323891983218
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,,
INTEGRIS GROVE HOSPITAL,36.58109305,-94.7586921242406
"ST JOHN MEDICAL CENTER, INC",,
MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,,
PERRY MEMORIAL HOSPITAL AUTHORITY,,
ST ANTHONY SHAWNEE HOSPITAL,35.36279,-96.9376278149869
ELKVIEW GENERAL HOSPITAL,35.0377095,-99.0985975164278
PAULS VALLEY HOSPITAL AUTHORITY,,
PURCELL MUNICIPAL HOSPITAL,35.0287708,-97.3646056127118
WAGONER COMMUNITY HOSPITAL,35.96162655,-95.3921059895681
USPHS LAWTON INDIAN HOSPITAL,,
W W HASTINGS INDIAN HOSPITAL,,
CHOCTAW NATION HEALTH SERVICES AUTHORITY,,
CLAREMORE INDIAN HOSPITAL,36.3162771,-95.6292597316327
MEMORIAL HOSPITAL,43.0444216,-91.1374010057121
CHICKASAW NATION MEDICAL CENTER,34.731557,-96.6468573180561
HILLCREST HOSPITAL HENRYETTA,35.43826495,-96.0157304951867
"SOUTHWESTERN REGIONAL MEDICAL CENTER, INC",,
NORTHWEST SURGICAL HOSPITAL,35.56409005,-97.5665579045313
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",,
"SURGICAL HOSPITAL OF OKLAHOMA, LLC",,
HILLCREST HOSPITAL SOUTH,36.03561235,-95.8635892598416
"COMMUNITY HOSPITAL, LLC",,
OKLAHOMA SPINE HOSPITAL,35.61455335,-97.5832408937348
"OKLAHOMA SURGICAL HOSPITAL, LLC",,
INTEGRIS CANADIAN VALLEY  HOSPITAL,35.48469635,-97.7637317910193
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,,
LINDSAY MUNICIPAL HOSPITAL,34.83909305,-97.6262345722676
"OKLAHOMA HEART HOSPITAL, LLC",,
"TULSA SPINE & SPECIALTY HOSPITAL, LLC",,
"SAINT FRANCIS HOSPITAL SOUTH, LLC",,
ONECORE HEALTH,35.4203894,-97.5341561
MCBRIDE ORTHOPEDIC HOSPITAL,35.56854405,-97.5116738294433
SUMMIT MEDICAL CENTER,37.82020895,-122.264928819458
ST JOHN OWASSO,36.2991832,-95.8359866
"BAILEY MEDICAL CENTER, LLC",,
ALLIANCEHEALTH SEMINOLE,35.24500135,-96.6985296399183
PINNACLE SPECIALTY HOSPITAL,,
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",,
"ST JOHN BROKEN ARROW, INC",,
INTEGRIS HEALTH EDMOND,35.6442348,-97.4188059406736
ATOKA COUNTY MEDICAL CENTER,34.392542,-96.1512965292373
PRAGUE COMMUNITY HOSPITAL,35.4900584,-96.6842108522473
"MERCY HOSPITAL WATONGA, INC",,
ROGER MILLS MEMORIAL HOSPITAL,35.60931885,-99.67144035
MERCY HOSPITAL TISHOMINGO INC,,
"JANE PHILLIPS NOWATA HOSPITAL, INC",,
MERCY HEALTH LOVE COUNTY,33.94328095,-97.1309956636658
CIMARRON MEMORIAL HOSPITAL,36.7288342,-102.518186671994
"PAWHUSKA HOSPITAL, INC",,
"MERCY HOSPITAL HEALDTON, INC.",,
JEFFERSON COUNTY HOSPITAL,31.70496055,-91.0679521100469
"ST JOHN SAPULPA, INC",,
"MERCY HOSPITAL KINGFISHER, INC",,
THE PHYSICIANS' HOSPITAL IN ANADARKO,35.0713933,-98.2282704021354
STROUD REGIONAL MEDICAL CENTER,35.7490875,-96.6829481172517
